,Name,Manufacturer,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Engine CC,Power,Seats,Mileage Km/L,Price
3515,Mahindra XUV500 AT W10 FWD,Mahindra,Mumbai,2017,23000,Diesel,Automatic,First,2179,140,7,16,15.5
3516,Hyundai Santro GLS I - Euro I,Hyundai,Pune,2011,65400,Petrol,Manual,First,1086,74,5,0,2.1
3517,Mercedes-Benz New C-Class 220 CDI AT,MercedesBenz,Mumbai,2013,80578,Diesel,Automatic,Second,2143,170,5,14.84,14.5
3518,Renault Duster 110PS Diesel RxZ AMT,Renault,Coimbatore,2017,42646,Diesel,Automatic,First,1461,108.45,5,19.6,12.46
3519,Volkswagen Polo 1.2 MPI Comfortline,Volkswagen,Bangalore,2014,30000,Petrol,Manual,Second,1198,74,5,16.47,5.25
3521,Mercedes-Benz S Class 2005 2013 S 350 CDI,MercedesBenz,Bangalore,2009,98000,Diesel,Automatic,Second,2987,282,5,13.5,25
3523,Jaguar XJ 3.0L Premium Luxury,Jaguar,Hyderabad,2012,50000,Diesel,Automatic,First,2993,271.23,4,12.9,45
3524,Maruti Swift VDI,Maruti,Jaipur,2015,63310,Diesel,Manual,First,1248,74,5,28.4,5.1
3525,Honda Amaze S i-Dtech,Honda,Delhi,2014,66000,Diesel,Manual,First,1498,98.6,5,25.8,3.5
3526,BMW 3 Series 320d Highline,BMW,Ahmedabad,2011,74000,Diesel,Automatic,Second,1995,181,5,16.07,12.5
3527,Hyundai Verna 1.4 EX,Hyundai,Hyderabad,2012,93000,Diesel,Manual,First,1396,88.7,5,23.5,5.55
3528,Toyota Fortuner 4x2 4 Speed AT,Toyota,Delhi,2015,70000,Diesel,Automatic,First,2982,169,7,11.5,19.48
3529,Maruti Swift VXI,Maruti,Ahmedabad,2012,48772,Petrol,Manual,First,1197,85.8,5,18.6,3.91
3530,Chevrolet Beat LS,Chevrolet,Chennai,2010,66000,Petrol,Manual,First,1199,79.4,5,18.6,2.19
3531,Hyundai Grand i10 Asta Option AT,Hyundai,Coimbatore,2017,27417,Petrol,Automatic,First,1197,82,5,18.9,6.89
3532,Ford Figo Petrol ZXI,Ford,Coimbatore,2011,51593,Petrol,Manual,Second,1196,70,5,15.6,3.47
3533,Nissan Teana 230jM,Nissan,Mumbai,2008,86340,Petrol,Automatic,Second,2349,74,5,9.1,3.25
3534,Maruti Swift VXI BSIII,Maruti,Pune,2010,75000,Petrol,Manual,First,1298,88.2,5,16.1,2.85
3535,Audi A4 35 TDI Premium,Audi,Coimbatore,2016,39237,Diesel,Automatic,First,1968,174.33,5,17.11,25.64
3536,Honda City V MT,Honda,Kochi,2018,11966,Petrol,Manual,First,1497,116.3,5,16.8,10.28
3537,Honda Jazz V,Honda,Hyderabad,2015,37000,Petrol,Manual,First,1199,88.7,5,18.2,6.3
3538,Volkswagen Polo 1.5 TDI Highline,Volkswagen,Chennai,2014,70920,Diesel,Manual,First,1498,88.8,5,20.14,4.75
3539,Nissan Terrano XL D Option,Nissan,Hyderabad,2013,65280,Diesel,Manual,First,1461,83.14,5,19.87,5.8
3540,Land Rover Discovery Sport SD4 HSE Luxury 7S,Land,Hyderabad,2016,62000,Diesel,Automatic,First,2179,187.7,7,12.51,44.5
3541,Hyundai i20 Magna Optional 1.2,Hyundai,Kochi,2014,44525,Petrol,Manual,First,1197,82.9,5,18.5,4.65
3542,Honda City 1.5 E MT,Honda,Jaipur,2009,86863,Petrol,Manual,First,1497,118,5,17,3.6
3543,Mahindra XUV500 W10 AWD,Mahindra,Hyderabad,2015,102626,Diesel,Manual,First,2179,140,7,16,12.25
3544,Jeep Compass 2.0 Limited Option 4X4,Jeep,Jaipur,2017,45000,Diesel,Manual,First,1956,170,5,16.3,20
3545,Mahindra XUV500 W10 AWD,Mahindra,Jaipur,2017,22000,Diesel,Manual,First,2179,140,7,16,16
3546,Mahindra Scorpio VLX 4WD AIRBAG AT BSIV,Mahindra,Coimbatore,2011,108905,Diesel,Automatic,Second,2179,120,8,11.79,6.21
3547,Datsun GO Plus T,Datsun,Kolkata,2016,12800,Petrol,Manual,First,1198,67,7,19.44,3.25
3548,Mahindra Scorpio S6 Plus 7 Seater,Mahindra,Kolkata,2016,32000,Diesel,Manual,First,2179,120,7,15.4,9.75
3549,Honda Amaze S AT i-Vtech,Honda,Mumbai,2014,39000,Petrol,Automatic,First,1198,86.7,5,15.5,4.45
3550,Honda City i-DTEC ZX,Honda,Pune,2017,42000,Diesel,Manual,First,1498,98.6,5,25.6,12
3551,Tata Indigo GLE,Tata,Chennai,2008,73000,Petrol,Manual,First,1396,65,5,14.4,0.8
3552,Hyundai Grand i10 1.2 CRDi Sportz,Hyundai,Chennai,2018,48000,Diesel,Manual,First,1186,73.97,5,24,5.95
3553,Maruti Alto 800 2016-2019 CNG LXI,Maruti,Pune,2015,18000,CNG,Manual,First,796,40.3,4,33.44,3
3554,Hyundai Verna 1.4 CX VTVT,Hyundai,Kolkata,2014,19000,Petrol,Manual,First,1396,105.5,5,17.43,5.25
3555,Toyota Innova Crysta 2.4 VX MT,Toyota,Coimbatore,2019,33598,Diesel,Manual,First,2393,147.8,7,13.68,22.2
3556,BMW X1 sDrive20d,BMW,Jaipur,2012,63000,Diesel,Automatic,First,1995,184,5,17.05,13.5
3557,Volkswagen Jetta 2013-2015 2.0L TDI Highline AT,Volkswagen,Chennai,2015,48000,Diesel,Automatic,First,1968,138.03,5,16.96,13.5
3558,Ford Figo Diesel ZXI,Ford,Delhi,2014,66000,Diesel,Manual,First,1399,68.05,5,20,3.47
3559,Mahindra Ssangyong Rexton RX7,Mahindra,Ahmedabad,2013,80000,Diesel,Automatic,Second,2696,184,7,11.18,9.5
3560,Volkswagen Vento Petrol Highline,Volkswagen,Chennai,2011,37000,Petrol,Manual,First,1598,103.6,5,15.04,4.8
3561,Skoda Rapid 1.6 MPI Ambition With Alloy Wheel,Skoda,Kochi,2016,35058,Petrol,Manual,First,1598,103.52,5,15,6.54
3562,Volkswagen Polo Petrol Comfortline 1.2L,Volkswagen,Delhi,2012,52000,Petrol,Manual,First,1198,73.9,5,16.47,3.1
3563,Maruti S Cross DDiS 200 Delta,Maruti,Hyderabad,2015,61313,Diesel,Manual,First,1248,88.5,5,23.65,7.99
3564,Toyota Corolla Altis G,Toyota,Kolkata,2009,45000,Petrol,Manual,Second,1798,138.1,5,14.53,3.3
3565,Maruti Ertiga ZDI,Maruti,Bangalore,2015,74000,Diesel,Manual,First,1248,88.8,7,20.77,8.75
3566,Hyundai i10 Asta Sunroof AT,Hyundai,Hyderabad,2013,89000,Petrol,Automatic,First,1197,80,5,19.2,4.19
3567,Mercedes-Benz CLA 200 CDI Sport,MercedesBenz,Kochi,2019,13414,Diesel,Automatic,First,2143,136,5,17.9,30.77
3568,Honda City ZX VTEC,Honda,Jaipur,2006,95000,Petrol,Manual,Second,1497,100,5,16.9,2.11
3569,Mahindra KUV 100 G80 K8,Mahindra,Jaipur,2018,15900,Petrol,Manual,First,1198,82,6,18.15,6.25
3570,Toyota Fortuner 3.0 Diesel,Toyota,Delhi,2011,151000,Diesel,Manual,First,2982,171,7,11.5,11.4
3571,Honda City 1.5 V MT,Honda,Bangalore,2011,65000,Petrol,Manual,First,1497,118,5,17,5.2
3572,Audi A6 35 TDI Matrix,Audi,Coimbatore,2017,36824,Diesel,Automatic,First,1968,187.74,5,18.53,39.84
3573,Ford Figo Diesel ZXI,Ford,Coimbatore,2013,65287,Diesel,Manual,First,1399,68.05,5,20,4.45
3574,Mercedes-Benz GLA Class 200 CDI,MercedesBenz,Kolkata,2014,52000,Diesel,Automatic,First,2143,136,5,17.9,19.5
3575,Chevrolet Aveo U-VA 1.2 LS,Chevrolet,Hyderabad,2007,33000,Petrol,Manual,First,1150,74.9,5,15.26,1.75
3576,Ford Figo 2015-2019 1.5D Titanium MT,Ford,Hyderabad,2016,71000,Diesel,Manual,First,1498,99,5,25.83,5.1
3577,Hyundai Elantra CRDi SX AT,Hyundai,Delhi,2013,71000,Diesel,Automatic,First,1582,126.2,5,22.7,6.8
3578,Maruti Baleno Zeta CVT,Maruti,Kolkata,2016,20000,Petrol,Automatic,First,1197,83.1,5,21.4,5.74
3579,Maruti Swift LXi BSIV,Maruti,Hyderabad,2010,71000,Petrol,Manual,First,1197,85,5,16.1,3.3
3580,Mercedes-Benz CLS-Class 2006-2010 350 CDI,MercedesBenz,Hyderabad,2010,29000,Diesel,Automatic,First,3498,271.72,4,9.9,32
3581,BMW 3 Series Luxury Line,BMW,Ahmedabad,2016,27000,Diesel,Automatic,First,1995,190,5,21.76,35
3582,Maruti Dzire AMT ZDI Plus,Maruti,Chennai,2017,19000,Diesel,Automatic,First,1248,73.75,5,28.4,8.9
3583,Hyundai Verna 1.6 SX VTVT,Hyundai,Mumbai,2011,58000,Petrol,Manual,Second,1591,121.3,5,17.01,4
3584,Jeep Compass 2.0 Longitude,Jeep,Kochi,2018,42203,Diesel,Manual,First,1956,170,5,17.1,19.46
3585,Hyundai Sonata Embera 2.0L CRDi AT,Hyundai,Hyderabad,2009,94000,Diesel,Automatic,First,1991,142,5,11.4,5.25
3586,Maruti Eeco 5 STR With AC Plus HTR CNG,Maruti,Delhi,2013,52000,CNG,Manual,Second,1196,73,5,15.1,2.6
3587,Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,Tata,Kolkata,2018,4900,Diesel,Manual,First,1497,108.5,5,21.5,9.22
3588,Hyundai EON Era Plus,Hyundai,Jaipur,2013,70000,Petrol,Manual,First,814,55.2,5,21.1,1.8
3589,Tata Indica DLS,Tata,Hyderabad,2005,100000,Diesel,Manual,Second,1405,74,5,13.5,1.3
3590,BMW 5 Series 2013-2017 530d M Sport,BMW,Kochi,2015,65266,Diesel,Automatic,First,2993,258,5,14.69,31.75
3591,Maruti Ertiga VDI,Maruti,Delhi,2014,54569,Diesel,Manual,First,1248,88.76,7,20.77,5.99
3592,Honda Amaze E i-Vtech,Honda,Kochi,2015,51361,Petrol,Manual,First,1198,86.7,5,18,4.94
3593,Ford Fiesta 1.4 Duratec ZXI,Ford,Jaipur,2007,125000,Petrol,Manual,Third,1388,68,5,16.6,1.5
3594,Honda Civic 2006-2010 1.8 V MT,Honda,Bangalore,2008,66000,Petrol,Manual,Third,1799,130,5,13.5,3.25
3595,Maruti Wagon R LX DUO BSIII,Maruti,Hyderabad,2007,65047,LPG,Manual,First,1061,57.5,5,17.3,1.95
3596,Maruti Ertiga ZDI,Maruti,Delhi,2014,22281,Diesel,Manual,First,1248,88.8,7,20.77,6.5
3597,Hyundai Grand i10 CRDi Sportz,Hyundai,Delhi,2013,63210,Diesel,Manual,First,1120,70,5,24,3.71
3598,Hyundai Xcent 1.2 VTVT E Plus,Hyundai,Pune,2018,31000,Petrol,Manual,First,1197,81.86,5,20.14,5
3599,Hyundai i10 Era,Hyundai,Ahmedabad,2008,60000,Petrol,Manual,First,1086,68.05,5,19.81,1.99
3600,Honda Amaze S i-Vtech,Honda,Mumbai,2017,32006,Petrol,Manual,First,1198,86.7,5,18,4.25
3601,Audi A6 2.7 TDI,Audi,Ahmedabad,2009,78000,Diesel,Automatic,First,2698,179.5,5,12.4,8
3602,Hyundai i10 Magna 1.2 iTech SE,Hyundai,Mumbai,2011,9489,Petrol,Manual,First,1197,78.9,5,20.36,2.95
3603,Renault KWID RXT Optional,Renault,Pune,2018,5000,Petrol,Manual,First,799,53.3,5,25.17,3.5
3604,Audi A4 New 2.0 TDI Multitronic,Audi,Jaipur,2012,60000,Diesel,Automatic,Second,1968,140.8,5,15.2,16
3605,Maruti Alto 800 LXI Airbag,Maruti,Jaipur,2015,50000,Petrol,Manual,First,796,47.3,5,22.74,2.75
3606,Honda City i VTEC VX Option,Honda,Delhi,2015,53000,Petrol,Manual,First,1497,117.3,5,17.8,6.95
3607,Mercedes-Benz New C-Class C250 Avantgarde,MercedesBenz,Delhi,2011,64000,Petrol,Automatic,Second,1796,186,5,11.74,12.5
3608,Audi Q5 3.0 TDI Quattro Technology,Audi,Coimbatore,2017,43827,Diesel,Automatic,First,2967,241.4,5,13.22,36.83
3609,Volkswagen Polo 1.2 MPI Comfortline,Volkswagen,Pune,2011,36431,Petrol,Manual,First,1199,74,5,16.2,2.7
3610,Hyundai Creta 1.4 E Plus Diesel,Hyundai,Mumbai,2017,35000,Diesel,Manual,First,1396,88.7,5,21.38,9.9
3611,Honda City 1.5 V MT,Honda,Kochi,2011,94832,Petrol,Manual,First,1497,118,5,17,3.83
3612,Honda City 1.5 S MT,Honda,Coimbatore,2012,88381,Petrol,Manual,First,1497,118,5,17,5.25
3613,Maruti S Cross DDiS 320 Alpha,Maruti,Kolkata,2016,45194,Diesel,Manual,First,1598,118,5,22.7,7.75
3614,Maruti SX4 Vxi BSIV,Maruti,Mumbai,2010,66000,Petrol,Manual,Second,1586,103.2,5,16.51,2.46
3615,Maruti Swift Dzire VDI,Maruti,Kolkata,2014,38578,Diesel,Manual,First,1248,74,5,23.4,3.96
3616,Maruti Ertiga ZDI,Maruti,Chennai,2015,40000,Diesel,Manual,First,1248,88.8,7,20.77,8.25
3617,Hyundai i20 1.2 Spotz,Hyundai,Coimbatore,2018,20632,Petrol,Manual,First,1197,81.83,5,18.6,7.58
3618,Hyundai Grand i10 CRDi Magna,Hyundai,Hyderabad,2014,73042,Diesel,Manual,First,1120,70,5,24,3.99
3619,Honda City i VTEC SV,Honda,Delhi,2014,54257,Petrol,Manual,First,1497,117.3,5,17.4,6.25
3620,Skoda Rapid 1.6 TDI Elegance,Skoda,Hyderabad,2013,93000,Diesel,Manual,First,1598,103.5,5,20.5,5
3621,Mercedes-Benz E-Class E270 CDI,MercedesBenz,Hyderabad,2005,102000,Diesel,Automatic,Second,2987,198.5,5,11,4.65
3622,Hyundai Santa Fe 4WD AT,Hyundai,Coimbatore,2016,28881,Diesel,Automatic,First,2199,194.3,7,13.01,21.37
3623,Maruti Alto LXi,Maruti,Hyderabad,2007,52195,Petrol,Manual,First,796,46.3,5,19.7,1.75
3624,ISUZU D-MAX V-Cross 4X4,ISUZU,Coimbatore,2018,20422,Diesel,Manual,First,2499,134,5,12.4,16.09
3625,Hyundai Verna 1.4 CRDi GL,Hyundai,Kolkata,2012,38000,Diesel,Manual,First,1396,88.7,5,24.8,4.1
3626,Ford Figo Diesel ZXI,Ford,Coimbatore,2015,92885,Diesel,Manual,First,1399,68,5,20,3.56
3627,Honda City 1.5 S MT,Honda,Pune,2010,43000,Petrol,Manual,Second,1497,118,5,17,4.21
3628,Maruti Swift VDI BSIV W ABS,Maruti,Coimbatore,2016,70478,Diesel,Manual,First,1248,74,5,17.8,6.86
3629,Hyundai Verna 1.6 CRDi S,Hyundai,Delhi,2015,57000,Diesel,Manual,First,1582,126.2,5,23.9,6.6
3630,Hyundai Creta 1.6 SX Plus Petrol Automatic,Hyundai,Coimbatore,2018,32434,Petrol,Automatic,First,1591,121.3,5,13,14.35
3631,Ford Ecosport 1.5 DV5 MT Titanium,Ford,Hyderabad,2017,32000,Diesel,Manual,First,1498,89.84,5,22.7,9.5
3632,BMW X6 xDrive30d,BMW,Delhi,2011,59000,Diesel,Automatic,First,2993,241,4,11.2,21.9
3633,BMW 5 Series 2013-2017 520d Luxury Line,BMW,Coimbatore,2016,76467,Diesel,Automatic,First,1995,190,5,18.12,30.45
3634,Ford Figo Aspire 1.5 TDCi Ambiente,Ford,Hyderabad,2016,100000,Diesel,Manual,First,1498,99,5,25.83,5.1
3635,Hyundai Verna VTVT 1.6 AT EX,Hyundai,Pune,2013,37086,Petrol,Automatic,First,1591,121.3,5,17,5.44
3636,Ford Ikon 1.4 TDCi DuraTorq,Ford,Jaipur,2010,135000,Diesel,Manual,First,1399,68,5,13.8,1.6
3637,Audi A6 2011-2015 2.0 TDI,Audi,Kochi,2014,54862,Diesel,Automatic,First,1968,174.33,5,17.68,16.67
3638,Honda CR-V Sport,Honda,Hyderabad,2010,67758,Petrol,Manual,First,2354,74,5,10.8,9.5
3639,Hyundai i20 2015-2017 Sportz AT 1.4,Hyundai,Pune,2012,56200,Petrol,Automatic,First,1396,98.6,5,15,3.85
3640,Toyota Fortuner 2.8 4WD MT,Toyota,Kochi,2011,169006,Diesel,Manual,First,2755,174.5,7,14.24,10.64
3641,Renault KWID RXT,Renault,Bangalore,2016,20229,Petrol,Manual,First,799,53.3,5,25.17,3.5
3642,Chevrolet Spark 1.0 LT,Chevrolet,Chennai,2008,62000,Petrol,Manual,Third,995,62,5,18,1.1
3643,Hyundai Verna Transform VTVT,Hyundai,Hyderabad,2011,51500,Petrol,Manual,Second,1599,103.2,5,16.2,2.6
3644,BMW 3 Series 320d Sport Line,BMW,Hyderabad,2012,69000,Diesel,Automatic,First,1995,184,5,18.88,18.5
3645,Hyundai Santro Xing XP,Hyundai,Bangalore,2004,167000,Petrol,Manual,First,1086,74,5,0,1.35
3646,Maruti Swift Dzire VDI,Maruti,Hyderabad,2015,62476,Diesel,Manual,First,1248,74,5,26.59,7.95
3647,Hyundai Xcent 1.2 CRDi E Plus,Hyundai,Jaipur,2017,60500,Diesel,Manual,First,1186,73.97,5,25.4,5.49
3648,Honda Jazz V CVT,Honda,Mumbai,2017,17978,Petrol,Automatic,First,1199,88.7,5,19,6.95
3649,Tata Indigo LS,Tata,Jaipur,2008,300000,Diesel,Manual,First,1405,70,5,17,1
3650,Ford Fiesta Classic 1.4 Duratorq CLXI,Ford,Chennai,2013,123000,Diesel,Manual,Second,1399,67,5,17.8,4.45
3651,Maruti S-Cross Alpha DDiS 200 SH,Maruti,Kolkata,2016,45296,Diesel,Manual,First,1248,88.5,5,25.1,6.99
3652,Maruti SX4 Zxi with Leather BSIII,Maruti,Coimbatore,2008,77325,Petrol,Manual,First,1586,104.68,5,15.6,3.51
3653,Maruti Baleno Zeta Automatic,Maruti,Kochi,2018,25858,Petrol,Automatic,First,1197,83.1,5,21.4,7.54
3654,Maruti Ritz LDi,Maruti,Bangalore,2016,120000,Diesel,Manual,First,1248,73.94,5,23.2,3.65
3655,Hyundai Elantra CRDi SX AT,Hyundai,Ahmedabad,2016,22000,Diesel,Automatic,First,1582,126.24,5,19.5,16
3656,Chevrolet Spark 1.0 LT,Chevrolet,Kolkata,2012,11000,Petrol,Manual,First,995,62.1,5,16.2,1.4
3657,Hyundai i20 1.2 Spotz,Hyundai,Mumbai,2017,3900,Petrol,Manual,First,1197,81.83,5,18.6,6.45
3658,Hyundai Xcent 1.1 CRDi Base,Hyundai,Hyderabad,2016,106092,Diesel,Manual,First,1120,71,5,24.4,4.4
3659,Honda Jazz 1.2 V CVT i VTEC,Honda,Delhi,2015,27000,Petrol,Automatic,First,1199,88.7,5,19,5.95
3660,Honda Brio S MT,Honda,Ahmedabad,2013,11000,Petrol,Manual,First,1198,86.8,5,19.4,3.9
3661,Mercedes-Benz E-Class E250 CDI Avantgrade,MercedesBenz,Coimbatore,2016,39753,Diesel,Automatic,First,2143,201.1,5,13,35.28
3662,Tata Hexa XT,Tata,Pune,2017,39800,Diesel,Manual,First,2179,153.86,7,17.6,14.25
3663,Hyundai Xcent 1.1 CRDi Base,Hyundai,Pune,2017,73000,Diesel,Manual,First,1120,71,5,24.4,4.5
3664,Ford Ecosport 1.5 DV5 MT Titanium Optional,Ford,Pune,2015,55000,Diesel,Manual,First,1498,89.84,5,22.7,7.5
3665,Tata Nano XTA,Tata,Coimbatore,2017,18351,Petrol,Automatic,First,624,37.48,4,21.9,3.41
3666,Honda Brio VX,Honda,Pune,2013,45000,Petrol,Manual,Second,1198,86.8,5,19.4,3.25
3667,Maruti Ertiga SHVS ZDI Plus,Maruti,Hyderabad,2016,112200,Diesel,Manual,First,1248,88.5,7,24.52,8.3
3668,Hyundai i10 Sportz 1.2,Hyundai,Bangalore,2010,29000,Petrol,Manual,First,1197,78.9,5,20.36,3.45
3669,Hyundai Santro Xing XO,Hyundai,Hyderabad,2007,57309,Petrol,Manual,First,1086,74,5,17,2.1
3670,Mahindra XUV500 W10 2WD,Mahindra,Mumbai,2015,53392,Diesel,Manual,First,2179,140,7,16,11.95
3671,Volkswagen Vento Diesel Highline,Volkswagen,Hyderabad,2010,71000,Diesel,Manual,First,1598,103.6,5,20.54,4.25
3672,Tata Safari Storme 2012-2015 VX,Tata,Hyderabad,2014,93000,Diesel,Manual,First,2179,138.1,7,14,8.25
3673,Honda Accord 2.4 Elegance M/T,Honda,Hyderabad,2010,119000,Petrol,Manual,First,2354,180,5,10.2,5.95
3674,Maruti Eeco 7 Seater Standard,Maruti,Coimbatore,2016,42225,Petrol,Manual,First,1196,73,7,15.1,4.3
3675,Maruti Swift VDI,Maruti,Ahmedabad,2012,65000,Diesel,Manual,First,1248,74,5,22.9,3.9
3676,Maruti Baleno Zeta Automatic,Maruti,Pune,2016,27809,Petrol,Automatic,First,1197,83.1,5,21.4,6.41
3677,Mahindra XUV500 W8 2WD,Mahindra,Coimbatore,2015,65100,Diesel,Manual,First,2179,140,7,15.1,8.36
3678,Hyundai Xcent 1.2 Kappa S,Hyundai,Chennai,2014,51000,Petrol,Manual,First,1197,82,5,19.1,3.85
3679,Mercedes-Benz New C-Class C 220 CDI Style,MercedesBenz,Hyderabad,2017,10000,Diesel,Automatic,First,2143,167.62,5,19.27,36
3680,Skoda Superb 1.8 TSI MT,Skoda,Kolkata,2011,54895,Petrol,Manual,First,1798,160,5,13.14,7.5
3681,Volkswagen CrossPolo 1.5 TDI,Volkswagen,Hyderabad,2015,80768,Diesel,Manual,First,1498,88.73,5,20.14,5.7
3682,Maruti Ignis 1.2 Delta,Maruti,Kochi,2019,12076,Petrol,Manual,First,1197,81.8,5,20.89,5.5
3683,Maruti Swift VDI BSIV,Maruti,Chennai,2016,49000,Diesel,Manual,First,1248,74,5,25.2,5.9
3684,Honda City i VTEC VX Option,Honda,Mumbai,2015,42366,Petrol,Manual,First,1497,117.3,5,17.8,7.75
3685,BMW 5 Series 530d Highline Sedan,BMW,Ahmedabad,2010,68000,Diesel,Automatic,First,2993,235,5,11.5,18
3686,Skoda Laura Ambiente,Skoda,Hyderabad,2008,122397,Diesel,Manual,First,1896,106,5,17.5,4.4
3687,Volkswagen Polo GT TSI,Volkswagen,Coimbatore,2017,50534,Petrol,Automatic,First,1197,103.5,5,17.21,8.27
3688,Renault Duster 85PS Diesel RxL,Renault,Ahmedabad,2014,55300,Diesel,Manual,First,1461,83.8,5,19.87,4.75
3689,Honda City 1.5 S AT,Honda,Hyderabad,2008,73095,Petrol,Automatic,First,1497,118,5,16.8,3.8
3690,Volkswagen Vento Diesel Highline,Volkswagen,Ahmedabad,2011,51100,Diesel,Manual,First,1598,103.6,5,20.54,3.4
3691,Hyundai Grand i10 Sportz,Hyundai,Pune,2016,13436,Petrol,Manual,Second,1197,82,5,18.9,4.7
3692,Ford Fiesta 1.4 ZXi Duratec,Ford,Pune,2008,76000,Petrol,Manual,Second,1388,68,5,16.6,1.49
3693,Hyundai Xcent 1.1 CRDi S,Hyundai,Mumbai,2016,63141,Diesel,Manual,Second,1120,71,5,24.4,4.5
3694,Honda Amaze VX i-DTEC,Honda,Hyderabad,2014,74885,Diesel,Manual,First,1498,98.6,5,25.8,5.4
3695,Honda City i VTEC CVT VX,Honda,Hyderabad,2016,14000,Petrol,Automatic,First,1497,117.3,5,18,11.5
3696,Renault Fluence 1.5,Renault,Pune,2012,56000,Diesel,Manual,Second,1461,108.5,5,20.4,3.5
3697,BMW 5 Series 520d Luxury Line,BMW,Ahmedabad,2010,46000,Diesel,Automatic,First,1995,190,5,22.48,16.5
3698,Maruti SX4 ZXI MT BSIV,Maruti,Mumbai,2012,51800,Petrol,Manual,First,1586,103.3,5,15.5,3.9
3699,Honda City ZX CVT,Honda,Hyderabad,2007,81000,Petrol,Automatic,First,1497,78,5,16.4,3.25
3700,Volkswagen Ameo 1.2 MPI Comfortline,Volkswagen,Kochi,2018,17370,Petrol,Manual,First,1198,73.75,5,17,5.84
3701,Volkswagen Ameo 1.2 MPI Comfortline,Volkswagen,Hyderabad,2016,18456,Petrol,Manual,First,1198,73.75,5,17,5.75
3702,Audi A4 2.0 TDI Multitronic,Audi,Delhi,2010,59000,Diesel,Automatic,First,1968,140,5,16.55,10
3703,Maruti Wagon R VXI,Maruti,Mumbai,2006,141537,Petrol,Manual,Second,998,67.1,5,18.9,1.05
3704,Hyundai Verna SX CRDi AT,Hyundai,Delhi,2013,51000,Diesel,Automatic,First,1582,126.32,5,19.08,5.64
3705,Mercedes-Benz GLC 220d 4MATIC Style,MercedesBenz,Coimbatore,2019,29311,Diesel,Automatic,First,2143,170,5,17.9,50.97
3706,BMW 3 Series Luxury Line,BMW,Mumbai,2016,31000,Diesel,Automatic,First,1995,190,5,21.76,29.95
3707,Honda Mobilio V Option i DTEC,Honda,Mumbai,2014,80000,Diesel,Manual,Second,1498,98.6,7,24.2,4.85
3708,Hyundai Creta 1.6 CRDi AT SX Plus,Hyundai,Hyderabad,2016,33000,Diesel,Automatic,First,1582,126.2,5,17.01,14.5
3709,Honda City 1.5 S MT,Honda,Hyderabad,2011,71556,Petrol,Manual,First,1497,118,5,17,5.5
3710,Ford Fiesta 1.4 TDCi EXI,Ford,Bangalore,2011,85000,Diesel,Manual,First,1399,68,5,17.8,3.2
3711,Maruti Swift Dzire LDI,Maruti,Chennai,2016,91000,Diesel,Manual,First,1248,74,5,26.59,4.5
3712,Mercedes-Benz E-Class E250 CDI Launch Edition,MercedesBenz,Coimbatore,2015,73187,Diesel,Automatic,First,2143,204,5,13,30.72
3713,Chevrolet Captiva LT,Chevrolet,Jaipur,2009,232000,Diesel,Manual,First,1991,147.9,7,11.5,3.5
3714,Toyota Innova 2.5 V Diesel 7-seater,Toyota,Bangalore,2007,127079,Diesel,Manual,First,2494,102,7,12.8,6.99
3715,Mahindra Quanto C8,Mahindra,Kochi,2014,58816,Diesel,Manual,First,1493,100,7,17.21,3.45
3716,Honda City i VTEC V,Honda,Kochi,2015,63818,Petrol,Manual,First,1497,117.3,5,17.4,6.57
3717,Audi A4 2.0 TDI 177 Bhp Premium Plus,Audi,Kolkata,2014,40000,Diesel,Automatic,First,1968,174.33,5,17.11,17.5
3718,Volkswagen Polo Diesel Comfortline 1.2L,Volkswagen,Delhi,2013,77445,Diesel,Manual,First,1199,73.9,5,22.07,3.75
3719,Ford EcoSport 1.5 Petrol Titanium Plus AT,Ford,Pune,2017,14000,Petrol,Automatic,First,1497,121.36,5,14.8,9.99
3720,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Toyota,Kolkata,2012,85122,Diesel,Manual,First,2494,100,7,12.99,8.2
3721,Honda City 1.5 EXI,Honda,Jaipur,2005,123000,Petrol,Manual,Third,1493,100,5,13,1.1
3722,Maruti SX4 Green Vxi (CNG),Maruti,Kochi,2015,61000,CNG,Manual,First,1586,85.7,5,22.1,3.89
3723,Maruti Alto 800 2016-2019 LXI Optional,Maruti,Chennai,2015,63714,Petrol,Manual,First,796,47.3,5,24.7,2.45
3724,Mercedes-Benz M-Class ML 320 CDI,MercedesBenz,Pune,2009,53000,Diesel,Automatic,First,2987,224.34,5,8.7,13.75
3725,Maruti Swift Dzire LDI,Maruti,Kolkata,2017,60000,Diesel,Manual,First,1248,74,5,26.59,3
3726,Maruti Vitara Brezza ZDi Plus Dual Tone,Maruti,Ahmedabad,2017,33000,Diesel,Manual,First,1248,88.5,5,24.3,9.25
3727,Volvo S60 D5 Summum,Volvo,Mumbai,2013,31000,Diesel,Automatic,First,2400,215,5,13.2,17.65
3728,Toyota Fortuner 4x2 AT,Toyota,Delhi,2014,79000,Diesel,Automatic,First,2982,168.5,7,12.55,18.25
3729,Hyundai i20 Sportz Option Diesel,Hyundai,Kochi,2013,67914,Diesel,Manual,First,1396,90,5,23,3.45
